SCHOOL_ID,SCHOOL_NM,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,LNG,LAT
400009,GLOBAL CITIZENSHIP CHTR,"4647 W 47th St, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7",Charter,-87.7400974361,41.807578508
400010,ACE TECHNICAL CHTR HS,"5410 S State St, 60609",HS,"9, 10, 11, 12",Charter,-87.6258490371,41.79612151
400011,"LOCKE, A CHTR","3141 W Jackson Blvd, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7052345263,41.877248353
400012,AMANDLA CHTR HS,"6800 S Stewart Ave, 60621",HS,"5, 6, 7, 8, 9, 10, 11",Charter,-87.6354715693,41.7708022549
400013,ASPIRA CHTR - EARLY COLLEGE HS,"3986 W Barry Ave, 60618",HS,"9, 10, 11, 12",Charter,-87.7270956582,41.9372982854
400015,ASPIRA CHTR - RAMIREZ HS,"1711 N California Ave, 60647",HS,12,Charter,-87.6955218301,41.9124976075
400017,ASPIRA CHTR - HAUGAN,"3729 W Leland Ave, 60625",ES,"6, 7, 8",Charter,-87.7218246656,41.9664056681
400018,AUSTIN BUS & ENTRP HS,"231 N Pine Ave, 60644",HS,"9, 10, 11, 12",District,-87.7618910169,41.8842046721
400019,BRONZEVILLE LIGHTHOUSE CHTR,"8 W Root St, 60609",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6266218015,41.8192766112
400020,CATALYST CHTR - HOWLAND,"1616 S Spaulding Ave, 60623",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7076985188,41.8585532887
400021,CATALYST CHTR - CIRCLE ROCK,"5608 W Washington Blvd, 60644",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7653219783,41.8823222215
400022,CHGO ARTS CONTR HS,"2714 W Augusta Blvd, 60622",HS,"9, 10, 11, 12",Contract,-87.6949450113,41.8993765736
400023,CICS - AVALON / SOUTH SHORE,"1501 E 83rd Pl, 60619",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.5879276411,41.7431794208
400024,CICS - BASIL,"1816 W Garfield Blvd, 60609",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6702426574,41.7940428641
400025,CICS - BUCKTOWN,"2235 N Hamilton Ave, 60647",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6813579646,41.9224146303
400026,CICS - LOOMIS,"9535 S Loomis St, 60643",ES,"K, 1, 2",Charter,-87.6575610581,41.7202464236
400027,CICS - IRVING PARK,"3820 N Spaulding Ave, 60618",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7104924287,41.9508912753
400028,CICS - PRAIRIE,"11530 S Prairie Ave, 60628",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6168883821,41.6844330391
400029,CICS - WASHINGTON PARK,"6105 S Michigan Ave, 60637",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6220684545,41.783616847
400030,CICS - WEST BELDEN,"2245 N McVicker Ave, 60639",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7767485391,41.9216874956
400031,CICS - WRIGHTWOOD,"8130 S California Ave, 60652",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.692614399,41.745365451
400032,CICS - ELLISON,"1817 W 80th St, 60620",HS,"9, 10, 11, 12",Charter,-87.6689796393,41.7483824088
400033,CICS - LONGWOOD,"1309 W 95th St, 60643",ES,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Charter,-87.6557681329,41.7212214333
400034,CICS - NORTHTOWN,"3900 W Peterson Ave, 60659",HS,"9, 10, 11, 12",Charter,-87.7265042644,41.990245012
400035,CHGO MATH & SCI ACAD CHTR HS,"7212 N Clark St, 60626",HS,"6, 7, 8, 9, 10, 11, 12",Charter,-87.6748184179,42.0130314901
400036,CHICAGO VIRTUAL CHTR HS,"38 S Peoria St, 60607",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Charter,-87.6497724849,41.8805501125
400038,COMMUNITY CONTR,"1239 S Pulaski Rd, 60623",HS,"11, 12",Contract,-87.7250220202,41.8649522598
400039,ERIE CHTR,"1405 N Washtenaw Ave, 60622",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6943644455,41.9067706354
400040,FRAZIER CHTR,"3711 W Douglas Blvd, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7176419761,41.8620768642
400041,GALAPAGOS CHTR,"3814 W Iowa St, 60651",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7219590387,41.897313025
400042,FORD CHTR HS,"931 S Homan Ave, 60624",HS,12,Charter,-87.7103018762,41.8693184768
400043,HOPE CONTR ES,"1628 W Washington, 60612",ES,"K, 1, 2, 3, 4, 5",Contract,-87.6680769459,41.8833620272
400044,KIPP CHTR - ASCEND,"1616 S Avers Ave, 60623",ES,"1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7210706467,41.8583697441
400045,NKRUMAH CHTR,"314 W 108th St, 60628",ES,"K, 1, 2, 3, 4, 5, 6, 7",Charter,-87.6310581484,41.6980404885
400046,LEARN CHTR - BUTLER,"1132 S Homan Ave, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7106794802,41.8672727143
400047,LEARN CHTR - CAMPBELL,"212 S Francisco Ave, 60612",ES,"K, 1, 2, 3, 4, 5",Charter,-87.6987387202,41.8778606316
400048,LEARN CHTR - EXCEL,"2401 W Congress Pkwy, 60612",ES,"K, 1, 2, 3, 4, 5",Charter,-87.6865683709,41.8746871412
400049,LEGACY CHTR,"4217 W 18th St, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7303481482,41.8568591586
400050,NAMASTE CHTR,"3737 S Paulina St, 60609",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6677240431,41.82569976
400051,NOBLE CHTR - NOBLE,"1010 N Noble St, 60642",HS,"9, 10, 11, 12",Charter,-87.6626277817,41.900190521
400052,NOBLE CHTR - COMER,"7200 S Ingleside Ave, 60619",HS,"6, 7, 8, 9, 10, 11, 12",Charter,-87.6019735726,41.7640829933
400053,NOBLE CHTR - GOLDER,"1454 W Superior St, 60642",HS,"9, 10, 11, 12",Charter,-87.6644829983,41.8952821943
400054,NOBLE CHTR - PRITZKER,"4131 W Cortland Ave, 60639",HS,"9, 10, 11, 12",Charter,-87.7301267151,41.9152141071
400055,NOBLE CHTR - RAUNER,"1337 W Ohio St, 60642",HS,"9, 10, 11, 12",Charter,-87.6608588702,41.8924250127
400056,NOBLE CHTR - ROWE CLARK,"3645 W Chicago Ave, 60651",HS,"9, 10, 11, 12",Charter,-87.7180467675,41.8953622587
400057,NOBLE CHTR - UIC,"1231 S Damen Ave, 60608",HS,"9, 10, 11, 12",Charter,-87.6761109293,41.8658174138
400058,NTH LAWNDALE CHTR - CHRISTIANA,"1615 S. Christiana Ave., 60623",HS,"9, 10, 11, 12",Charter,-87.7089871107,41.8585635545
400059,NORTH LAWNDALE CHTR - COLLINS,"1313 S Sacramento Dr, 60623",HS,"9, 10, 11, 12",Charter,-87.7006806005,41.8641458434
400060,ASIAN HUMAN SERVICES CHTR - PASSAGES,"1643 W Bryn Mawr Ave, 60660",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6711604196,41.9833714364
400061,PERSPECTIVES CHTR - LEADERSHIP ACADEMY,"8131 S May St, 60620",HS,"6, 7, 8, 9, 10, 11, 12",Charter,-87.652045088,41.745960832
400062,PERSPECTIVES CHTR - TECH HS,"8131 S May St, 60620",HS,"9, 10, 11, 12",Charter,-87.6506570243,41.7459490195
400064,PERSPECTIVES CHTR - JOSLIN,"1930 S Archer Ave, 60616",HS,"6, 7, 8, 9, 10, 11, 12",Charter,-87.6285309013,41.855999105
400066,PERSPECTIVES CHTR - IIT,"3663 S Wabash Ave, 60653",HS,"6, 7, 8, 9, 10, 11, 12",Charter,-87.6247877203,41.8277838575
400068,PLATO CONTR,"5545 W Harrison St, 60644",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Contract,-87.7633369322,41.8727604288
400069,POLARIS CHTR,"620 N Sawyer Ave, 60624",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7077964743,41.8925501743
400070,PROLOGUE CONTR HS,"1135 N Cleaver St, 60622",HS,"9, 10, 11, 12",Contract,-87.6635408086,41.90307018
400071,PROVIDENCE CHTR - BUNCHE,"6515 S Ashland Ave, 60636",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6639958298,41.7753673679
400072,SHABAZZ CHTR - SHABAZZ,"7823 S Ellis Ave, 60619",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6002545537,41.7524584893
400073,SHABAZZ CHTR - DUSABLE,"4934 S Wabash Ave, 60615",HS,"11, 12",Charter,-87.62501515,41.8043093269
400074,SHABAZZ CHTR - SIZEMORE,"6936 S Hermitage Ave, 60636",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6676390078,41.7673901132
400075,UNIV OF CHGO CHTR - DONOGHUE,"707 E 37th St, 60653",ES,"PK, K, 1, 2, 3, 4, 5",Charter,-87.6085007807,41.8277260817
400076,UNIV OF CHGO CHTR - NKO,"1119 E 46th St, 60653",ES,"PK, K, 1, 2, 3, 4, 5",Charter,-87.5987862682,41.811182867
400077,UNIV OF CHGO CHTR - WOODLAWN,"6420 S University Ave, 60637",HS,"6, 7, 8, 9, 10, 11, 12",Charter,-87.5981139196,41.7781296984
400078,UNIV OF CHGO CHTR - WOODSON,"4444 S Evans Ave, 60653",ES,"6, 7, 8",Charter,-87.608425622,41.8135473046
400079,UNO CHTR - SPC DANIEL ZIZUMBO,"4248 W 47th St, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7304951171,41.8101347874
400080,UNO CHTR - PFC OMAR E.TORRES,"4248 W 47th St, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7304504432,41.8081998067
400081,UNO CHTR - DE LAS CASAS,"1641 W 16th St, 60608",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6679491694,41.8595040084
400082,UNO CHTR - FUENTES,"2845 W Barry Ave, 60618",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6995936516,41.9374757762
400083,UNO CHTR - PAZ,"2651 W 23rd St, 60608",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6925508987,41.8500354133
400084,UNO CHTR - TAMAYO,"5135 S California Ave, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.693861636,41.799930187
400085,UNO CHTR - MAJOR HECTOR P.GARCIA,"4248 W 47th St, 60632",HS,"9, 10, 11, 12",Charter,-87.7304668491,41.8091707899
400086,URBAN PREP CHTR - ENGLEWOOD,"6201 S Stewart Ave, 60621",HS,"9, 10, 11, 12",Charter,-87.6343566919,41.7814978168
400087,YOUNG WOMEN'S LEADERSHIP CHTR,"2641 S Calumet Ave, 60616",HS,"7, 8, 9, 10, 11, 12",Charter,-87.6187237962,41.8445438065
400089,UNO CHTR - MARQUEZ,"2916 W 47th St, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6973940968,41.8083088242
400091,CHICAGO TECH ACADEMY,"1301 W 14th St, 60608",HS,"9, 10, 11, 12",Contract,-87.6590948034,41.863301409
400092,CICS - LLOYD BOND,"13300 S Langley Ave, 60827",ES,"K, 1, 2, 3, 4, 5, 6",Charter,-87.6050391022,41.6536634504
400094,EPIC CHTR HS,"8255 S Houston Ave, 60617",HS,"9, 10, 11, 12",Charter,-87.5502223699,41.7448491061
400096,ROWE CHTR,"1424 N Cleaver St, 60642",ES,"K, 1, 2, 3, 4, 5, 6, 7",Charter,-87.6640724683,41.907797179
400097,NOBLE CHTR - CHGO BULLS,"2040 W Adams St, 60612",HS,"9, 10, 11, 12",Charter,-87.6781952601,41.878808809
400098,NOBLE CHTR - MUCHIN,"1 N State St, 60602",HS,"9, 10, 11, 12",Charter,-87.6263382826,41.8827402583
400101,UNO CHTR - SANDRA CISNEROS,"2744 W Pershing Rd, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6939961617,41.8228837416
400102,URBAN PREP CHTR - WEST,"1326 W 14th Pl, 60608",HS,"9, 10, 11, 12",Charter,-87.6601065401,41.8625400198
400104,INSTITUTO CHTR - HEALTH SCIENCES,"2520 S Western Ave, 60608",HS,"9, 10, 11, 12",Charter,-87.6872401586,41.8459665888
400105,URBAN PREP CHTR - BRONZEVILLE,"521 E 35th St, 60616",HS,"9, 10, 11, 12",Charter,-87.6136286474,41.8311175313
400106,NOBLE CHTR - JOHNSON,"6350 S Stewart Ave, 60621",HS,"9, 10, 11, 12",Charter,-87.6351166981,41.778369499
400107,LEARN CHRT - SOUTH CHICAGO,"8914 S Buffalo Ave, 60617",ES,"K, 1, 2, 3, 4, 5, 6, 7",Charter,-87.5455798925,41.7333331332
400108,CICS - HAWKINS,"801 E 133rd Pl, 60827",HS,"7, 8, 9, 10, 11, 12",Charter,-87.6018732837,41.6531410576
400109,PROLOGUE - JOHNSTON CHTR HS,"1551 W 95th St, 60643",HS,"9, 10, 11, 12",Charter,-87.6624156534,41.7211364554
400111,LEARN CHTR - HUNTER PERKINS,"1700 W 83rd St, 60620",ES,"K, 1, 2, 3, 4, 5, 6",Charter,-87.665721055,41.7431217705
400112,UNO CHTR - HOMAN ES,"5050 S Homan Ave, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7087967837,41.8010424143
400113,CICS - CHICAGOQUEST NORTH,"1443 N Ogden Ave, 60610",HS,"6, 7, 8, 9, 10",Charter,-87.6455614992,41.907796796
400114,UNO CHTR - ESMERALDA SANTIAGO,"2510 W Cortez St, 60622",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6898956253,41.9003436354
400115,CATALYST CHTR - MARIA,"6727 S California Ave, 60629",ES,"K, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12",Charter,-87.6930753223,41.7709917191
400116,MONTESSORI CHTR - ENGLEWOOD,"6550 S Seeley Ave, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6",Charter,-87.676146727,41.7745716026
400117,NOBLE CHTR - HANSBERRY,"8748 S Aberdeen St, 60620",HS,"9, 10, 11",Charter,-87.6509867281,41.7344416234
400118,NOBLE CHTR - DRW,"931 S Homan Ave, 60624",HS,"9, 10, 11",Charter,-87.711654226,41.8693280768
400119,LEGAL PREP CHTR ACADEMY,"4319 W Washington Blvd, 60612",HS,"9, 10, 11",Charter,-87.7337783826,41.8817327589
400120,UNO CHTR - NEAR WEST,"2050 N Natchez Ave, 60707",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7878304377,41.9179516801
400121,UNO CHTR - ROGERS PARK,"7416 N Ridge Blvd, 60645",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",Charter,-87.684405682,42.0164758821
400123,YCCS CHTR - ASA,"4651 W Madison St, 60644",HS,"10, 11, 12",Charter,-87.742538899,41.8804471877
400124,YCCS CHTR - MCKINLEY,"2920 S Wabash Ave, 60616",HS,"10, 11, 12",Charter,-87.6253307702,41.8413311677
400125,YCCS CHTR - ASPIRA PANTOJA,"3121 N Pulaski Rd, 60641",HS,"10, 11, 12",Charter,-87.7271373598,41.9381866036
400126,YCCS CHTR - ASSOCIATION HOUSE,"1116 N Kedzie Ave, 60651",HS,"10, 11, 12",Charter,-87.7068598834,41.9015724074
400127,YCCS CHTR - AUSTIN CAREER,"5352 W Chicago Ave, 60651",HS,"10, 11, 12",Charter,-87.7602211754,41.8949763912
400128,YCCS CHTR - CCA ACADEMY,"1231 S Pulaski Rd, 60623",HS,"10, 11, 12",Charter,-87.7236621719,41.864943353
400129,YCCS CHTR - HOUSTON,"4701 S King Dr, 60615",HS,"10, 11, 12",Charter,-87.6164772986,41.8093310913
400130,YCCS CHTR - YOUTH DEVELOPMENT,"7836 S Union Ave, 60620",HS,"10, 11, 12",Charter,-87.6417311869,41.7513771124
400131,YCCS CHTR - CAMPOS,"2739 W Division St, 60622",HS,"10, 11, 12",Charter,-87.6960060227,41.9028496977
400133,YCCS CHTR - INNOVATIONS,"17 N. State St., 60602",HS,"10, 11, 12",Charter,-87.6277341453,41.8830471721
400134,YCCS CHTR - ADDAMS,"1814 S Union Ave, 60616",HS,"10, 11",Charter,-87.6448879756,41.8572078569
400135,YCCS CHTR - LATINO YOUTH,"2001 S California Ave, 60608",HS,"10, 11, 12",Charter,-87.6954300137,41.8546646562
400136,YCCS CHTR - OLIVE HARVEY,"10001 S Woodlawn Ave, 60628",HS,"10, 11",Charter,-87.592333202,41.7129221008
400137,LITTLE BLACK PEARL ACADEMY HS,"1060 E 47th St, 60653",HS,"9, 10, 11, 12",Contract,-87.5993399405,41.8096954966
400139,YCCS CHTR - SULLIVAN,"8164 S South Chicago Ave, 60617",HS,"10, 11, 12",Charter,-87.5784916699,41.7462865703
400141,YCCS CHTR - TRUMAN,"1145 W Wilson Ave, 60640",HS,"10, 11, 12",Charter,-87.6592392899,41.9652948173
400142,YCCS CHTR - VIRTUAL,"1900 W Van Buren St, 60612",HS,"10, 11, 12",Charter,-87.6741384013,41.876316728
400143,YCCS CHTR - WEST TOWN,"500 N Sacramento Blvd, 60612",HS,"10, 11, 12",Charter,-87.7020528007,41.890803122
609708,FOREMAN HS,"3235 N LeClaire Ave, 60641",HS,"9, 10, 11, 12",District,-87.7541665434,41.9397967679
400144,YCCS CHTR - WESTSIDE HOLISTIC,"4909 W Division St, 60651",HS,"10, 11, 12",Charter,-87.7488102893,41.9022400327
400145,YCCS CHTR - COMMUNITY ACADEMY,"3424 S State St, 60616",HS,"10, 11, 12",Charter,-87.6267814695,41.832072059
400146,KIPP CHTR - CREATE,"4818 W Ohio St, 60644",ES,"5, 6, 7",Charter,-87.746613839,41.8918161429
400147,CHICAGO EXCEL CONTR ACAD,"1269 W 111th St, 60643",HS,"9, 10, 11, 12",Contract,-87.6542479426,41.6919533387
400148,INSTITUTO CHTR - JUSTICE  AND LEADERSHIP,"2570 S Blue Island Ave, 60608",HS,"10, 11, 12",Charter,-87.6840649381,41.8454460161
400149,UNO CHTR - SOCCER HS,"5025 S Saint Louis Ave, 60632",HS,"6, 7, 8, 9, 10",Charter,-87.7110249843,41.8017622463
400150,YCCS CHTR - CHATHAM,"9035 S Langley Ave, 60619",HS,"10, 11, 12",Charter,-87.6069799089,41.7301313853
400151,LEARN CHTR 7,"3021 W Carroll Ave, 60612Â",ES,"K, 1, 2, 3, 4",Charter,-87.7013973499,41.8874102851
400153,UNO CHTR 15 - BRIGHTON PARK,"4420 S Fairfield Ave, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6932383845,41.8131094456
400156,NOBLE CHTR - BUTLER,"821 E 103rd St, 60628",HS,"9, 10",Charter,-87.6025733174,41.7066668587
400157,NOBLE CHTR - BAKER COLLEGE PREP,"2710 E 89th St, 60617",HS,"9, 10",Charter,-87.5562014413,41.7346223717
400159,CHRISTOPHER HOUSE CHTR,"5235 W Belden Ave, 60639",ES,"K, 1, 2",Charter,-87.7575215283,41.9221811568
400161,CHICAGO CHTR COLLEGIATE,"11816 S Indiana Ave, 60628",HS,"4, 5, 6",Charter,-87.6179678712,41.6793184428
400162,INTRINSIC CHTR,"4540 W Belmont Ave, 60641",HS,"7, 9, 10",Charter,-87.7411286265,41.9389884289
400163,KIPP CHTR - BLOOM,"5515 S Lowe Ave, 60621",ES,"5, 6",Charter,-87.6399673312,41.793556268
400164,INSTITUTO CHTR - RUDY LOZANO,"2520 S Western Ave, 60608",HS,12,Charter,-87.685902611,41.8459566743
400165,LEARN CHTR MIDDLE SCHOOL,"3021 W Carroll Ave, 60612Â",ES,"6, 7, 8",Charter,-87.7027038987,41.8874127034
400167,HSA CHTR - SW CHICAGO,"5401 S. Western, 60609",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6839633929,41.7952009535
400169,NOBLE CHTR - ITW DAVID SPEER,"2456 N. Mango Ave., 60639",HS,9,Charter,-87.7698077738,41.9256302718
400170,NOBLE CHTR - ACADEMY,"17 N. State, 60602",HS,9,Charter,-87.6277425267,41.8821524844
400171,FOUNDATIONS CHTR,"1233 W. 109th Street, 60643",HS,"6, 7",Charter,-87.6535521889,41.6957785775
400173,PATHWAYS IN EDUCATION - BRIGHTON PARK HS,"3124 W. 47th Street, 60632",HS,"9, 10, 11, 12",ALOP,-87.7026447519,41.8082257859
400175,EXCEL ACADEMY - WOODLAWN,"7530 S South Shore Dr, 60649",HS,9,Contract,-87.5564870838,41.7597486397
400176,EXCEL ACADEMY - SOUTHWEST,"7014 S Washtenaw Ave, 60629",HS,9,Contract,-87.6907300914,41.7659289211
400177,KIPP CHTR - ASCEND PRIMARY,"1440 S. Christiana, 60623",ES,K,Charter,-87.7092868303,41.861174189
609674,CHICAGO VOCATIONAL HS,"2100 E 87th St, 60617",HS,"9, 10, 11, 12",District,-87.5732675156,41.7371739343
609676,DUNBAR HS,"3000 S King Dr, 60616",HS,"9, 10, 11, 12",District,-87.6176374351,41.8402255721
609678,JONES HS,"700 S State St, 60605",HS,"9, 10, 11, 12",District,-87.6276753225,41.8730659236
609679,PROSSER HS,"2148 N Long Ave, 60639",HS,"9, 10, 11, 12",District,-87.7610483155,41.9200594001
609680,PAYTON HS,"1034 N Wells St, 60610",HS,"9, 10, 11, 12",District,-87.6353847656,41.9015751701
609682,RICHARDS HS,"5009 S Laflin St, 60609",HS,"9, 10, 11, 12",District,-87.6622778453,41.8028813757
609691,NORTH-GRAND HS,"4338 W Wabansia Ave, 60639",HS,"9, 10, 11, 12",District,-87.7352375559,41.9116736928
609692,SIMEON HS,"8147 S Vincennes Ave, 60620",HS,"9, 10, 11, 12",District,-87.6354103687,41.7457812307
609693,GEORGE WESTINGHOUSE HS,"3223 W Franklin Blvd, 60624",HS,"9, 10, 11, 12",District,-87.7073323085,41.8899772037
609694,HANCOCK HS,"4034 W 56th St, 60629",HS,"9, 10, 11, 12",District,-87.7244704648,41.7914639094
609695,AMUNDSEN HS,"5110 N Damen Ave, 60625",HS,"9, 10, 11, 12",District,-87.6794842151,41.975067257
609698,BOGAN HS,"3939 W 79th St, 60652",HS,"9, 10, 11, 12",District,-87.7210974458,41.7493756101
609702,CRANE HS,"2245 W Jackson Blvd, 60612",HS,12,District,-87.6819731621,41.8769423008
609704,FARRAGUT HS,"2345 S Christiana Ave, 60623",HS,"PK, 9, 10, 11, 12",District,-87.7087056321,41.8485598751
609705,FENGER HS,"11220 S Wallace St, 60628",HS,"9, 10, 11, 12",District,-87.6375720507,41.6899507254
609707,ROBESON HS,"6835 S Normal Blvd, 60621",HS,"9, 10, 11, 12",District,-87.6371527175,41.769713796
609709,GAGE PARK HS,"5630 S Rockwell St, 60629",HS,"9, 10, 11, 12",District,-87.6889539422,41.7910128392
609710,HARLAN HS,"9652 S Michigan Ave, 60628",HS,"7, 8, 9, 10, 11, 12",District,-87.6206234365,41.7183723464
609711,HARPER HS,"6520 S Wood St, 60636",HS,"9, 10, 11, 12",District,-87.669089296,41.7751240841
609712,HIRSCH HS,"7740 S Ingleside Ave, 60619",HS,"9, 10, 11, 12",District,-87.6017272659,41.7537479561
609713,HYDE PARK HS,"6220 S Stony Island Ave, 60637",HS,"9, 10, 11, 12",District,-87.5866150102,41.7822569276
609715,KELLY HS,"4136 S California Ave, 60632",HS,"9, 10, 11, 12",District,-87.6946386599,41.8187290641
609716,KELVYN PARK HS,"4343 W Wrightwood Ave, 60639",HS,"7, 8, 9, 10, 11, 12",District,-87.735998822,41.9279184034
609718,KENNEDY HS,"6325 W 56th St, 60638",HS,"9, 10, 11, 12",District,-87.7808397556,41.7899612525
609719,LAKE VIEW HS,"4015 N Ashland Ave, 60613",HS,"9, 10, 11, 12",District,-87.6689526896,41.9547640678
609720,LANE HS,"2501 W Addison St, 60618",HS,"7, 8, 9, 10, 11, 12",District,-87.6910126273,41.9466445746
609722,MANLEY HS,"2935 W Polk St, 60612",HS,"9, 10, 11, 12",District,-87.6998955901,41.8709389569
609723,MARSHALL HS,"3250 W Adams St, 60624",HS,"9, 10, 11, 12",District,-87.70805007,41.8784440859
609724,MATHER HS,"5835 N Lincoln Ave, 60659",HS,"9, 10, 11, 12",District,-87.7024963959,41.9875886824
609725,MORGAN PARK HS,"1744 W Pryor Ave, 60643",HS,"7, 8, 9, 10, 11, 12",District,-87.665657545,41.6920350093
609726,BROOKS HS,"250 E 111th St, 60628",HS,"9, 10, 11, 12",District,-87.616352607,41.6927625288
609727,PHILLIPS HS,"244 E Pershing Rd, 60653",HS,"9, 10, 11, 12",District,-87.6197963459,41.8238799686
609728,ROOSEVELT HS,"3436 W Wilson Ave, 60625",HS,"9, 10, 11, 12",District,-87.7148186159,41.9648278847
609729,SCHURZ HS,"3601 N Milwaukee Ave, 60641",HS,"9, 10, 11, 12",District,-87.7356121102,41.9463645434
609730,SENN HS,"5900 N Glenwood Ave, 60660",HS,"9, 10, 11, 12",District,-87.6671361897,41.989028539
609732,STEINMETZ COLLEGE PREP HS,"3030 N Mobile Ave, 60634",HS,"9, 10, 11, 12",District,-87.783515233,41.935633588
609733,SULLIVAN HS,"6631 N Bosworth Ave, 60626",HS,"9, 10, 11, 12",District,-87.6691921456,42.002687559
609734,TAFT HS,"6530 W Bryn Mawr Ave, 60631",HS,"7, 8, 9, 10, 11, 12",District,-87.7915472489,41.9829609866
609735,TILDEN HS,"4747 S Union Ave, 60609",HS,"9, 10, 11, 12",District,-87.6429664837,41.8075100717
609736,DYETT HS,"555 E 51st St, 60615",HS,12,District,-87.6119307284,41.8020772346
609737,VON STEUBEN HS,"5039 N Kimball Ave, 60625",HS,"9, 10, 11, 12",District,-87.7133862533,41.9731850486
609738,LINCOLN PARK HS,"2001 N Orchard St, 60614",HS,"9, 10, 11, 12",District,-87.6460093598,41.9182683117
609739,WASHINGTON HS,"3535 E 114th St, 60617",HS,"9, 10, 11, 12",District,-87.5375703001,41.6881369364
609740,WELLS HS,"936 N Ashland Ave, 60622",HS,"9, 10, 11, 12",District,-87.6674828687,41.8989947082
609741,HUBBARD HS,"6200 S Hamlin Ave, 60629",HS,"9, 10, 11, 12",District,-87.7180137434,41.7805263875
609744,NORTHSIDE LEARNING HS,"3730 W Bryn Mawr Ave, 60659",HS,"9, 10, 11, 12",District,-87.7223862157,41.9829725222
609745,SOUTHSIDE HS,"7342 S Hoyne Ave, 60636",HS,12,District,-87.6759467675,41.7598524288
609746,KENWOOD HS,"5015 S Blackstone Ave, 60615",HS,"7, 8, 9, 10, 11, 12",District,-87.5904208897,41.8037721196
609748,YORK HS,"2700 S California Ave, 60608",HS,"9, 10, 11, 12",District,-87.6952610155,41.8425333488
609749,NORTHSIDE PREP HS,"5501 N Kedzie Ave, 60625",HS,"9, 10, 11, 12",District,-87.7087078003,41.981315283
609750,SIMPSON HS,"1321 S Paulina St, 60608",HS,"7, 8, 9, 10, 11, 12",District,-87.6687222293,41.8643654832
609751,KING HS,"4445 S Drexel Blvd, 60653",HS,"9, 10, 11, 12",District,-87.6038738615,41.8136754529
609753,CHGO AG HS,"3857 W 111th St, 60655",HS,"9, 10, 11, 12",District,-87.7177696726,41.6912207422
